payroll_id,employee_id,hospital_id,hospital_name,payroll_month,regular_hours,overtime_hours,hourly_pay_rate,regular_pay,overtime_pay,bonus,gross_pay,tax_amount,benefits_deduction,net_pay,payment_status
PAY00021512,EMP003586,220030,BAYSTATE WING HOSPITAL,2026-07,174,3,39.62,6893.88,178.29,1380.73,8452.9,1568.13,204.43,6680.34,Paid
PAY00021513,EMP003586,220030,BAYSTATE WING HOSPITAL,2026-06,137,26,39.62,5427.94,1545.18,0.0,6973.12,1126.72,417.39,5429.01,Paid
PAY00021514,EMP003586,220030,BAYSTATE WING HOSPITAL,2026-05,134,26,39.62,5309.08,1545.18,2445.8,9300.06,2146.52,309.97,6843.57,Paid
PAY00021515,EMP003586,220030,BAYSTATE WING HOSPITAL,2026-04,150,15,39.62,5943.0,891.45,0.0,6834.45,1557.55,404.66,4872.24,Paid
PAY00021516,EMP003586,220030,BAYSTATE WING HOSPITAL,2026-03,154,1,39.62,6101.48,59.43,1420.07,7580.98,1217.77,285.28,6077.93,Paid
PAY00021517,EMP003587,224022,BOURNEWOOD HOSPITAL,2026-08,120,15,195.19,23422.8,4391.77,0.0,27814.57,4847.35,128.8,22838.42,Paid
PAY00021518,EMP003587,224022,BOURNEWOOD HOSPITAL,2026-07,145,36,195.19,28302.55,10540.26,1022.29,39865.1,7215.74,220.02,32429.34,Paid
PAY00021519,EMP003587,224022,BOURNEWOOD HOSPITAL,2026-06,173,15,195.19,33767.87,4391.77,0.0,38159.64,6438.04,312.07,31409.53,Paid
PAY00021520,EMP003587,224022,BOURNEWOOD HOSPITAL,2026-05,176,9,195.19,34353.44,2635.07,0.0,36988.51,8397.54,293.65,28297.32,Paid
PAY00021521,EMP003587,224022,BOURNEWOOD HOSPITAL,2026-04,149,32,195.19,29083.31,9369.12,0.0,38452.43,8823.35,131.33,29497.75,Paid
PAY00021522,EMP003587,224022,BOURNEWOOD HOSPITAL,2026-03,174,35,195.19,33963.06,10247.47,0.0,44210.53,8071.59,327.37,35811.57,Paid
PAY00021523,EMP003588,220177,NANTUCKET COTTAGE HOSPITAL,2026-08,123,25,42.4,5215.2,1590.0,0.0,6805.2,1481.29,180.33,5143.58,Paid
PAY00021524,EMP003588,220177,NANTUCKET COTTAGE HOSPITAL,2026-07,154,33,42.4,6529.6,2098.8,0.0,8628.4,1385.27,322.4,6920.73,Paid
PAY00021525,EMP003588,220177,NANTUCKET COTTAGE HOSPITAL,2026-06,147,26,42.4,6232.8,1653.6,981.14,8867.54,1996.41,307.72,6563.41,Paid
PAY00021526,EMP003588,220177,NANTUCKET COTTAGE HOSPITAL,2026-05,129,13,42.4,5469.6,826.8,0.0,6296.4,1096.88,304.72,4894.8,Processing
PAY00021527,EMP003588,220177,NANTUCKET COTTAGE HOSPITAL,2026-04,159,18,42.4,6741.6,1144.8,0.0,7886.4,1539.2,153.32,6193.88,Paid
PAY00021528,EMP003588,220177,NANTUCKET COTTAGE HOSPITAL,2026-03,133,21,42.4,5639.2,1335.6,1969.54,8944.34,1753.23,340.33,6850.78,Paid
PAY00021529,EMP003589,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,2026-08,131,33,77.79,10190.49,3850.61,0.0,14041.1,2430.11,365.91,11245.08,Paid
PAY00021530,EMP003589,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,2026-07,130,3,77.79,10112.7,350.06,0.0,10462.76,2080.77,416.52,7965.47,Paid
PAY00021531,EMP003589,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,2026-06,123,4,77.79,9568.17,466.74,255.43,10290.34,1968.52,166.0,8155.82,Paid
PAY00021532,EMP003589,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,2026-05,176,26,77.79,13691.04,3033.81,595.55,17320.4,3202.68,349.7,13768.02,Paid
PAY00021533,EMP003589,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,2026-04,152,5,77.79,11824.08,583.43,0.0,12407.51,3031.03,299.9,9076.58,Paid
PAY00021534,EMP003589,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,2026-03,176,5,77.79,13691.04,583.43,563.7,14838.17,2499.23,123.67,12215.27,Paid
PAY00021535,EMP003590,221303,ATHOL MEMORIAL HOSPITAL,2026-08,132,19,61.14,8070.48,1742.49,932.41,10745.38,2498.12,308.87,7938.39,Paid
PAY00021536,EMP003590,221303,ATHOL MEMORIAL HOSPITAL,2026-07,149,27,61.14,9109.86,2476.17,0.0,11586.03,2894.33,225.83,8465.87,Paid
PAY00021537,EMP003590,221303,ATHOL MEMORIAL HOSPITAL,2026-06,172,34,61.14,10516.08,3118.14,0.0,13634.22,3164.07,262.56,10207.59,Paid
PAY00021538,EMP003590,221303,ATHOL MEMORIAL HOSPITAL,2026-05,123,32,61.14,7520.22,2934.72,0.0,10454.94,1818.86,126.97,8509.11,Paid
PAY00021539,EMP003590,221303,ATHOL MEMORIAL HOSPITAL,2026-04,176,21,61.14,10760.64,1925.91,0.0,12686.55,2294.16,379.98,10012.41,Paid
PAY00021540,EMP003590,221303,ATHOL MEMORIAL HOSPITAL,2026-03,146,32,61.14,8926.44,2934.72,1118.57,12979.73,3060.23,197.34,9722.16,Processing
PAY00021541,EMP003591,220100,SOUTH SHORE HOSPITAL,2026-08,146,30,56.17,8200.82,2527.65,0.0,10728.47,2205.68,161.48,8361.31,Paid
PAY00021542,EMP003591,220100,SOUTH SHORE HOSPITAL,2026-07,152,26,56.17,8537.84,2190.63,0.0,10728.47,1796.18,292.03,8640.26,Paid
PAY00021543,EMP003591,220100,SOUTH SHORE HOSPITAL,2026-06,173,8,56.17,9717.41,674.04,0.0,10391.45,2299.83,389.67,7701.95,Paid
PAY00021544,EMP003591,220100,SOUTH SHORE HOSPITAL,2026-05,124,27,56.17,6965.08,2274.89,0.0,9239.97,1861.61,431.49,6946.87,Paid
PAY00021545,EMP003591,220100,SOUTH SHORE HOSPITAL,2026-04,148,24,56.17,8313.16,2022.12,0.0,10335.28,2564.08,213.44,7557.76,Paid
PAY00021546,EMP003591,220100,SOUTH SHORE HOSPITAL,2026-03,164,25,56.17,9211.88,2106.38,1819.04,13137.3,2762.16,329.88,10045.26,Paid
PAY00021547,EMP003592,220084,EMERSON HOSPITAL -,2026-08,141,28,70.13,9888.33,2945.46,1763.19,14596.98,2352.47,358.43,11886.08,Paid
PAY00021548,EMP003592,220084,EMERSON HOSPITAL -,2026-07,123,27,70.13,8625.99,2840.26,0.0,11466.25,1978.05,362.62,9125.58,Paid
PAY00021549,EMP003592,220084,EMERSON HOSPITAL -,2026-06,131,1,70.13,9187.03,105.19,0.0,9292.22,2042.05,408.55,6841.62,Paid
PAY00021550,EMP003592,220084,EMERSON HOSPITAL -,2026-05,166,12,70.13,11641.58,1262.34,0.0,12903.92,2075.96,285.89,10542.07,Paid
PAY00021551,EMP003592,220084,EMERSON HOSPITAL -,2026-04,125,8,70.13,8766.25,841.56,304.85,9912.66,1956.77,367.26,7588.63,Paid
PAY00021552,EMP003592,220084,EMERSON HOSPITAL -,2026-03,122,14,70.13,8555.86,1472.73,0.0,10028.59,1900.01,197.47,7931.11,Paid
PAY00021553,EMP003593,224018,ARBOUR HUMAN RESOURCE INSTITUTE,2026-08,155,16,43.39,6725.45,1041.36,0.0,7766.81,1414.86,309.35,6042.6,Paid
PAY00021554,EMP003593,224018,ARBOUR HUMAN RESOURCE INSTITUTE,2026-07,174,10,43.39,7549.86,650.85,0.0,8200.71,1844.79,361.95,5993.97,Paid
PAY00021555,EMP003593,224018,ARBOUR HUMAN RESOURCE INSTITUTE,2026-06,130,28,43.39,5640.7,1822.38,0.0,7463.08,1679.47,443.79,5339.82,Paid
PAY00021556,EMP003593,224018,ARBOUR HUMAN RESOURCE INSTITUTE,2026-05,124,12,43.39,5380.36,781.02,0.0,6161.38,1293.89,292.73,4574.76,Processing
PAY00021557,EMP003593,224018,ARBOUR HUMAN RESOURCE INSTITUTE,2026-04,148,34,43.39,6421.72,2212.89,0.0,8634.61,1969.16,129.92,6535.53,Paid
PAY00021558,EMP003593,224018,ARBOUR HUMAN RESOURCE INSTITUTE,2026-03,148,30,43.39,6421.72,1952.55,0.0,8374.27,1919.32,237.56,6217.39,Paid
PAY00021559,EMP003594,220116,TUFTS MEDICAL CENTER,2026-08,129,13,86.0,11094.0,1677.0,0.0,12771.0,2449.51,145.22,10176.27,Paid
PAY00021560,EMP003594,220116,TUFTS MEDICAL CENTER,2026-07,140,9,86.0,12040.0,1161.0,0.0,13201.0,2755.49,143.42,10302.09,Paid
PAY00021561,EMP003594,220116,TUFTS MEDICAL CENTER,2026-06,143,13,86.0,12298.0,1677.0,1961.08,15936.08,3575.15,359.21,12001.72,Paid
PAY00021562,EMP003594,220116,TUFTS MEDICAL CENTER,2026-05,141,32,86.0,12126.0,4128.0,0.0,16254.0,3885.96,438.39,11929.65,Paid
PAY00021563,EMP003594,220116,TUFTS MEDICAL CENTER,2026-04,120,14,86.0,10320.0,1806.0,0.0,12126.0,2135.78,203.97,9786.25,Paid
PAY00021564,EMP003594,220116,TUFTS MEDICAL CENTER,2026-03,159,11,86.0,13674.0,1419.0,0.0,15093.0,2901.08,373.05,11818.87,Paid
PAY00021565,EMP003595,224038,"WALDEN BEHAVIORAL CARE, LLC",2026-08,172,14,61.95,10655.4,1300.95,821.17,12777.52,2261.76,258.23,10257.53,Paid
PAY00021566,EMP003595,224038,"WALDEN BEHAVIORAL CARE, LLC",2026-07,133,30,61.95,8239.35,2787.75,2381.35,13408.45,2487.62,386.7,10534.13,Paid
PAY00021567,EMP003595,224038,"WALDEN BEHAVIORAL CARE, LLC",2026-06,162,17,61.95,10035.9,1579.73,429.1,12044.73,2565.56,257.52,9221.65,Paid
PAY00021568,EMP003595,224038,"WALDEN BEHAVIORAL CARE, LLC",2026-05,169,2,61.95,10469.55,185.85,2294.04,12949.44,3056.49,291.67,9601.28,Paid
PAY00021569,EMP003595,224038,"WALDEN BEHAVIORAL CARE, LLC",2026-04,159,20,61.95,9850.05,1858.5,0.0,11708.55,2439.33,375.87,8893.35,Paid
PAY00021570,EMP003595,224038,"WALDEN BEHAVIORAL CARE, LLC",2026-03,173,0,61.95,10717.35,0.0,1055.06,11772.41,2447.42,210.15,9114.84,Paid
PAY00021571,EMP003596,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,2026-08,143,4,57.91,8281.13,347.46,0.0,8628.59,2126.6,433.26,6068.73,Paid
PAY00021572,EMP003596,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,2026-07,128,27,57.91,7412.48,2345.36,0.0,9757.84,2219.85,150.09,7387.9,Paid
PAY00021573,EMP003596,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,2026-06,149,0,57.91,8628.59,0.0,0.0,8628.59,1427.27,145.51,7055.81,Paid
PAY00021574,EMP003596,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,2026-05,128,11,57.91,7412.48,955.51,0.0,8367.99,1921.37,297.12,6149.5,Paid
PAY00021575,EMP003596,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,2026-04,139,22,57.91,8049.49,1911.03,0.0,9960.52,2344.62,140.97,7474.93,Paid
PAY00021576,EMP003596,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,2026-03,147,8,57.91,8512.77,694.92,1291.74,10499.43,2398.77,261.41,7839.25,Paid
PAY00021577,EMP003597,220080,HOLY FAMILY HOSPITAL,2026-08,137,31,75.93,10402.41,3530.75,0.0,13933.16,3445.49,281.89,10205.78,Paid
PAY00021578,EMP003597,220080,HOLY FAMILY HOSPITAL,2026-07,165,9,75.93,12528.45,1025.06,0.0,13553.51,2652.09,161.16,10740.26,Paid
PAY00021579,EMP003597,220080,HOLY FAMILY HOSPITAL,2026-06,152,18,75.93,11541.36,2050.11,0.0,13591.47,2586.44,198.86,10806.17,Paid
PAY00021580,EMP003597,220080,HOLY FAMILY HOSPITAL,2026-05,155,17,75.93,11769.15,1936.22,0.0,13705.37,3372.93,279.06,10053.38,Paid
PAY00021581,EMP003597,220080,HOLY FAMILY HOSPITAL,2026-04,120,7,75.93,9111.6,797.26,0.0,9908.86,1802.69,171.41,7934.76,Paid
PAY00021582,EMP003597,220080,HOLY FAMILY HOSPITAL,2026-03,165,21,75.93,12528.45,2391.8,0.0,14920.25,3620.78,132.76,11166.71,Paid
PAY00021583,EMP003598,224001,TAUNTON STATE HOSPITAL,2026-08,170,29,74.57,12676.9,3243.79,997.94,16918.63,3984.39,270.73,12663.51,Paid
PAY00021584,EMP003598,224001,TAUNTON STATE HOSPITAL,2026-07,120,35,74.57,8948.4,3914.92,906.02,13769.34,2253.88,267.6,11247.86,Paid
PAY00021585,EMP003598,224001,TAUNTON STATE HOSPITAL,2026-06,161,20,74.57,12005.77,2237.1,0.0,14242.87,2298.94,132.88,11811.05,Paid
PAY00021586,EMP003598,224001,TAUNTON STATE HOSPITAL,2026-05,145,4,74.57,10812.65,447.42,1627.2,12887.27,2131.06,264.65,10491.56,Paid
PAY00021587,EMP003598,224001,TAUNTON STATE HOSPITAL,2026-04,166,18,74.57,12378.62,2013.39,0.0,14392.01,3416.81,446.78,10528.42,Paid
PAY00021588,EMP003598,224001,TAUNTON STATE HOSPITAL,2026-03,130,35,74.57,9694.1,3914.92,0.0,13609.02,2672.79,435.54,10500.69,Paid
PAY00021589,EMP003599,224013,ARBOUR HOSPITAL,2026-08,152,21,60.82,9244.64,1915.83,0.0,11160.47,2097.82,193.7,8868.95,Paid
PAY00021590,EMP003599,224013,ARBOUR HOSPITAL,2026-07,134,11,60.82,8149.88,1003.53,0.0,9153.41,1670.95,171.55,7310.91,Paid
PAY00021591,EMP003599,224013,ARBOUR HOSPITAL,2026-06,153,10,60.82,9305.46,912.3,0.0,10217.76,2405.3,391.1,7421.36,Paid
PAY00021592,EMP003599,224013,ARBOUR HOSPITAL,2026-05,130,31,60.82,7906.6,2828.13,0.0,10734.73,1783.15,385.82,8565.76,Paid
PAY00021593,EMP003599,224013,ARBOUR HOSPITAL,2026-04,129,29,60.82,7845.78,2645.67,0.0,10491.45,2278.15,440.2,7773.1,Paid
PAY00021594,EMP003599,224013,ARBOUR HOSPITAL,2026-03,154,14,60.82,9366.28,1277.22,0.0,10643.5,2380.53,312.32,7950.65,Paid
PAY00021595,EMP003600,220176,ST VINCENT HOSPITAL,2026-08,160,14,33.73,5396.8,708.33,0.0,6105.13,1177.38,448.06,4479.69,Paid
PAY00021596,EMP003600,220176,ST VINCENT HOSPITAL,2026-07,170,17,33.73,5734.1,860.12,0.0,6594.22,1095.62,358.91,5139.69,Paid
PAY00021597,EMP003600,220176,ST VINCENT HOSPITAL,2026-06,144,11,33.73,4857.12,556.54,1896.78,7310.44,1672.82,404.59,5233.03,Paid
PAY00021598,EMP003600,220176,ST VINCENT HOSPITAL,2026-05,122,32,33.73,4115.06,1619.04,0.0,5734.1,1421.4,184.7,4128.0,Paid
PAY00021599,EMP003600,220176,ST VINCENT HOSPITAL,2026-04,173,7,33.73,5835.29,354.16,0.0,6189.45,1013.24,384.37,4791.84,Paid
PAY00021600,EMP003600,220176,ST VINCENT HOSPITAL,2026-03,160,12,33.73,5396.8,607.14,2498.54,8502.48,2025.37,121.16,6355.95,Paid
PAY00021601,EMP003601,220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,2026-08,161,7,154.52,24877.72,1622.46,0.0,26500.18,5446.15,337.92,20716.11,Paid
PAY00021602,EMP003601,220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,2026-07,141,11,154.52,21787.32,2549.58,0.0,24336.9,6040.18,123.63,18173.09,Paid
PAY00021603,EMP003601,220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,2026-06,143,4,154.52,22096.36,927.12,0.0,23023.48,3744.5,122.47,19156.51,Paid
PAY00021604,EMP003601,220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,2026-05,174,3,154.52,26886.48,695.34,0.0,27581.82,4810.69,409.25,22361.88,Paid
PAY00021605,EMP003601,220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,2026-04,133,31,154.52,20551.16,7185.18,0.0,27736.34,4734.48,394.41,22607.45,Paid
PAY00021606,EMP003601,220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,2026-03,165,26,154.52,25495.8,6026.28,0.0,31522.08,7698.48,235.3,23588.3,Paid
PAY00021607,EMP003602,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,2026-08,142,14,64.96,9224.32,1364.16,0.0,10588.48,2465.61,358.76,7764.11,Paid
PAY00021608,EMP003602,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,2026-07,155,25,64.96,10068.8,2436.0,0.0,12504.8,2691.1,288.45,9525.25,Paid
PAY00021609,EMP003602,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,2026-06,173,32,64.96,11238.08,3118.08,0.0,14356.16,2863.37,365.63,11127.16,Paid
PAY00021610,EMP003602,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,2026-05,145,31,64.96,9419.2,3020.64,0.0,12439.84,3018.26,301.48,9120.1,Paid
PAY00021611,EMP003602,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,2026-04,163,28,64.96,10588.48,2728.32,0.0,13316.8,3128.14,428.8,9759.86,Paid
PAY00021612,EMP003602,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,2026-03,135,16,64.96,8769.6,1559.04,0.0,10328.64,1718.11,206.28,8404.25,Paid
PAY00021613,EMP003603,220088,NEW ENGLAND BAPTIST HOSPITAL,2026-08,167,1,58.65,9794.55,87.97,0.0,9882.52,1981.36,238.9,7662.26,Paid
PAY00021614,EMP003603,220088,NEW ENGLAND BAPTIST HOSPITAL,2026-07,136,10,58.65,7976.4,879.75,1049.66,9905.81,1695.07,359.44,7851.3,Paid
PAY00021615,EMP003603,220088,NEW ENGLAND BAPTIST HOSPITAL,2026-06,164,24,58.65,9618.6,2111.4,1565.28,13295.28,2334.99,208.47,10751.82,Paid
PAY00021616,EMP003603,220088,NEW ENGLAND BAPTIST HOSPITAL,2026-05,153,10,58.65,8973.45,879.75,845.24,10698.44,2481.2,175.09,8042.15,Paid
PAY00021617,EMP003603,220088,NEW ENGLAND BAPTIST HOSPITAL,2026-04,120,6,58.65,7038.0,527.85,0.0,7565.85,1859.63,334.42,5371.8,Paid
PAY00021618,EMP003603,220088,NEW ENGLAND BAPTIST HOSPITAL,2026-03,143,33,58.65,8386.95,2903.18,0.0,11290.13,2152.07,221.47,8916.59,Paid
PAY00021619,EMP003604,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,2026-08,138,31,133.6,18436.8,6212.4,490.42,25139.62,5007.05,302.18,19830.39,Paid
PAY00021620,EMP003604,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,2026-07,159,20,133.6,21242.4,4008.0,0.0,25250.4,4460.05,258.77,20531.58,Paid
PAY00021621,EMP003604,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,2026-06,156,12,133.6,20841.6,2404.8,0.0,23246.4,4847.58,196.21,18202.61,Paid
PAY00021622,EMP003604,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,2026-05,173,29,133.6,23112.8,5811.6,0.0,28924.4,5550.8,141.13,23232.47,Paid
PAY00021623,EMP003604,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,2026-04,170,32,133.6,22712.0,6412.8,0.0,29124.8,4931.64,358.36,23834.8,Paid
PAY00021624,EMP003604,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,2026-03,129,13,133.6,17234.4,2605.2,0.0,19839.6,4114.74,404.48,15320.38,Paid
PAY00021625,EMP003605,220095,HEYWOOD HOSPITAL -,2026-08,137,36,38.32,5249.84,2069.28,0.0,7319.12,1207.93,126.97,5984.22,Paid
PAY00021626,EMP003605,220095,HEYWOOD HOSPITAL -,2026-07,161,1,38.32,6169.52,57.48,0.0,6227.0,1397.56,411.25,4418.19,Paid
PAY00021627,EMP003605,220095,HEYWOOD HOSPITAL -,2026-06,157,19,38.32,6016.24,1092.12,0.0,7108.36,1222.17,373.83,5512.36,Paid
PAY00021628,EMP003605,220095,HEYWOOD HOSPITAL -,2026-05,161,2,38.32,6169.52,114.96,0.0,6284.48,1311.29,415.37,4557.82,Paid
PAY00021629,EMP003605,220095,HEYWOOD HOSPITAL -,2026-04,159,21,38.32,6092.88,1207.08,0.0,7299.96,1387.54,165.12,5747.3,Paid
PAY00021630,EMP003605,220095,HEYWOOD HOSPITAL -,2026-03,155,36,38.32,5939.6,2069.28,0.0,8008.88,1586.04,177.03,6245.81,Paid
PAY00021631,EMP003606,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,2026-08,134,36,64.94,8701.96,3506.76,0.0,12208.72,2399.56,174.19,9634.97,Paid
PAY00021632,EMP003606,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,2026-07,147,23,64.94,9546.18,2240.43,0.0,11786.61,2247.88,282.14,9256.59,Paid
PAY00021633,EMP003606,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,2026-06,146,19,64.94,9481.24,1850.79,0.0,11332.03,2095.68,421.58,8814.77,Paid
PAY00021634,EMP003606,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,2026-05,123,35,64.94,7987.62,3409.35,367.24,11764.21,2691.37,400.07,8672.77,Processing
PAY00021635,EMP003606,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,2026-04,167,21,64.94,10844.98,2045.61,0.0,12890.59,2525.02,373.39,9992.18,Paid
PAY00021636,EMP003606,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,2026-03,134,22,64.94,8701.96,2143.02,0.0,10844.98,2179.08,322.2,8343.7,Paid
PAY00021637,EMP003607,220095,HEYWOOD HOSPITAL -,2026-08,151,10,36.13,5455.63,541.95,0.0,5997.58,1229.85,133.0,4634.73,Paid
PAY00021638,EMP003607,220095,HEYWOOD HOSPITAL -,2026-07,141,35,36.13,5094.33,1896.83,0.0,6991.16,1450.9,188.98,5351.28,Paid
PAY00021639,EMP003607,220095,HEYWOOD HOSPITAL -,2026-06,175,26,36.13,6322.75,1409.07,1306.33,9038.15,1729.33,272.2,7036.62,Paid
PAY00021640,EMP003607,220095,HEYWOOD HOSPITAL -,2026-05,163,8,36.13,5889.19,433.56,0.0,6322.75,1554.66,264.92,4503.17,Paid
PAY00021641,EMP003607,220095,HEYWOOD HOSPITAL -,2026-04,163,32,36.13,5889.19,1734.24,0.0,7623.43,1399.62,193.53,6030.28,Paid
PAY00021642,EMP003607,220095,HEYWOOD HOSPITAL -,2026-03,158,27,36.13,5708.54,1463.27,0.0,7171.81,1708.72,429.23,5033.86,Paid
PAY00021643,EMP003608,220065,BAYSTATE NOBLE HOSPITAL,2026-08,158,2,72.98,11530.84,218.94,2388.57,14138.35,2383.07,149.13,11606.15,Paid
PAY00021644,EMP003608,220065,BAYSTATE NOBLE HOSPITAL,2026-07,127,26,72.98,9268.46,2846.22,0.0,12114.68,2289.97,189.4,9635.31,Paid
PAY00021645,EMP003608,220065,BAYSTATE NOBLE HOSPITAL,2026-06,124,9,72.98,9049.52,985.23,0.0,10034.75,2167.27,406.19,7461.29,Paid
PAY00021646,EMP003608,220065,BAYSTATE NOBLE HOSPITAL,2026-05,122,12,72.98,8903.56,1313.64,1600.72,11817.92,2277.02,221.51,9319.39,Paid
PAY00021647,EMP003608,220065,BAYSTATE NOBLE HOSPITAL,2026-04,153,8,72.98,11165.94,875.76,2226.98,14268.68,3503.38,341.7,10423.6,Paid
PAY00021648,EMP003608,220065,BAYSTATE NOBLE HOSPITAL,2026-03,129,9,72.98,9414.42,985.23,0.0,10399.65,2266.64,166.15,7966.86,Paid
PAY00021649,EMP003609,220111,GOOD SAMARITAN MEDICAL CENTER,2026-08,120,23,68.9,8268.0,2377.05,0.0,10645.05,2218.43,174.15,8252.47,Paid
PAY00021650,EMP003609,220111,GOOD SAMARITAN MEDICAL CENTER,2026-07,151,9,68.9,10403.9,930.15,0.0,11334.05,2263.72,186.61,8883.72,Paid
PAY00021651,EMP003609,220111,GOOD SAMARITAN MEDICAL CENTER,2026-06,163,28,68.9,11230.7,2893.8,0.0,14124.5,2718.23,438.8,10967.47,Paid
PAY00021652,EMP003609,220111,GOOD SAMARITAN MEDICAL CENTER,2026-05,139,36,68.9,9577.1,3720.6,0.0,13297.7,3276.64,364.29,9656.77,Paid
PAY00021653,EMP003609,220111,GOOD SAMARITAN MEDICAL CENTER,2026-04,134,7,68.9,9232.6,723.45,2001.61,11957.66,2102.88,256.04,9598.74,Paid
PAY00021654,EMP003609,220111,GOOD SAMARITAN MEDICAL CENTER,2026-03,128,30,68.9,8819.2,3100.5,1159.69,13079.39,2220.99,229.3,10629.1,Paid
PAY00021655,EMP003610,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,2026-08,142,10,145.46,20655.32,2181.9,0.0,22837.22,4216.78,335.07,18285.37,Paid
PAY00021656,EMP003610,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,2026-07,157,13,145.46,22837.22,2836.47,0.0,25673.69,6365.39,290.51,19017.79,Paid
PAY00021657,EMP003610,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,2026-06,161,14,145.46,23419.06,3054.66,0.0,26473.72,6596.7,142.3,19734.72,Paid
PAY00021658,EMP003610,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,2026-05,125,3,145.46,18182.5,654.57,2038.04,20875.11,4778.94,266.34,15829.83,Paid
PAY00021659,EMP003610,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,2026-04,169,21,145.46,24582.74,4581.99,0.0,29164.73,5664.35,250.9,23249.48,Paid
PAY00021660,EMP003610,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,2026-03,172,14,145.46,25019.12,3054.66,0.0,28073.78,6339.34,437.18,21297.26,Paid
PAY00021661,EMP003611,224039,WHITTIER PAVILION,2026-08,167,23,67.45,11264.15,2327.03,1043.18,14634.36,2964.62,281.1,11388.64,Processing
PAY00021662,EMP003611,224039,WHITTIER PAVILION,2026-07,150,8,67.45,10117.5,809.4,0.0,10926.9,2073.74,448.22,8404.94,Paid
PAY00021663,EMP003611,224039,WHITTIER PAVILION,2026-06,161,36,67.45,10859.45,3642.3,0.0,14501.75,2534.56,222.0,11745.19,Paid
PAY00021664,EMP003611,224039,WHITTIER PAVILION,2026-05,144,2,67.45,9712.8,202.35,0.0,9915.15,2261.31,257.42,7396.42,Paid
PAY00021665,EMP003611,224039,WHITTIER PAVILION,2026-04,132,35,67.45,8903.4,3541.12,0.0,12444.52,2524.48,369.01,9551.03,Paid
PAY00021666,EMP003611,224039,WHITTIER PAVILION,2026-03,153,32,67.45,10319.85,3237.6,0.0,13557.45,2172.71,238.58,11146.16,Paid
PAY00021667,EMP003612,224043,TARAVISTA BEHAVIORAL HEALTH CENTER,2026-08,125,4,68.13,8516.25,408.78,1779.77,10704.8,2154.55,177.71,8372.54,Paid
PAY00021668,EMP003612,224043,TARAVISTA BEHAVIORAL HEALTH CENTER,2026-07,172,23,68.13,11718.36,2350.48,387.2,14456.04,2928.49,333.14,11194.41,Paid
PAY00021669,EMP003612,224043,TARAVISTA BEHAVIORAL HEALTH CENTER,2026-06,158,34,68.13,10764.54,3474.63,0.0,14239.17,2878.97,399.0,10961.2,Paid
