request_id,hospital_id,hospital_name,city,state,required_role,department,employment_type,shift_preference,required_staff,filled_staff,open_positions,priority,request_status,request_date,assignment_start_date,assignment_end_date,duration_weeks,hourly_bill_rate
REQ001571,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,BOSTON,MA,Registered Nurse,General Nursing,Per Diem,Evening,4,1,3,Low,Partially Filled,2025-10-31,2025-11-19,2026-01-14,8,116.46
REQ001572,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,WESTBOROUGH,MA,Emergency Room Nurse,Emergency Department,Per Diem,Morning,15,6,9,High,Partially Filled,2025-08-17,2025-08-31,2026-03-01,26,130.23
REQ001573,220065,BAYSTATE NOBLE HOSPITAL,WESTFIELD,MA,Emergency Room Nurse,Emergency Department,Travel Contract,Night,3,2,1,High,Partially Filled,2026-03-31,2026-05-01,2026-05-29,4,162.5
REQ001574,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,NEEDHAM,MA,ICU Nurse,Intensive Care Unit,Travel Contract,Evening,3,3,0,Medium,Filled,2025-10-20,2025-11-09,2025-12-07,4,161.88
REQ001575,220111,GOOD SAMARITAN MEDICAL CENTER,BROCKTON,MA,Laboratory Technician,Laboratory,Per Diem,Evening,9,9,0,Medium,Filled,2026-08-01,2026-09-12,2027-03-13,26,137.81
REQ001576,224043,TARAVISTA BEHAVIORAL HEALTH CENTER,DEVENS,MA,Physical Therapist,Rehabilitation,Per Diem,Morning,3,3,0,Medium,Filled,2025-11-19,2025-12-24,2026-03-25,13,106.99
REQ001577,224013,ARBOUR HOSPITAL,BOSTON,MA,Travel Nurse,Travel Nursing,Permanent Placement,Day,13,8,5,High,Partially Filled,2026-02-24,2026-03-21,2026-06-20,13,123.07
REQ001578,223302,BOSTON CHILDREN'S HOSPITAL,BOSTON,MA,Registered Nurse,General Nursing,Permanent Placement,Night,9,7,2,Low,Partially Filled,2025-11-26,2026-01-06,2026-02-03,4,97.59
REQ001579,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,BOSTON,MA,Emergency Room Nurse,Emergency Department,Travel Contract,Night,14,9,5,Medium,Partially Filled,2025-12-02,2025-12-12,2026-04-03,16,105.85
REQ001580,220008,STURDY MEMORIAL HOSPITAL,ATTLEBORO,MA,Laboratory Technician,Laboratory,Local Contract,Night,6,4,2,Low,Partially Filled,2025-09-17,2025-10-10,2026-01-02,12,102.34
REQ001581,220017,CARNEY HOSPITAL,BOSTON,MA,Emergency Room Nurse,Emergency Department,Travel Contract,Evening,3,3,0,High,Filled,2025-11-21,2025-12-03,2026-03-25,16,138.27
REQ001582,221300,MARTHA'S VINEYARD HOSPITAL INC,OAK BLUFFS,MA,Radiologic Technologist,Radiology,Travel Contract,Day,1,0,1,High,Open,2025-10-24,2025-11-17,2026-02-09,12,130.36
REQ001583,224018,ARBOUR HUMAN RESOURCE INSTITUTE,BROOKLINE,MA,ICU Nurse,Intensive Care Unit,Travel Contract,Day,13,10,3,High,Partially Filled,2026-01-13,2026-01-30,2026-07-31,26,138.65
REQ001584,220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON,MILTON,MA,Radiologic Technologist,Radiology,Travel Contract,Night,13,10,3,Critical,Partially Filled,2026-05-03,2026-06-02,2026-06-30,4,103.9
REQ001585,220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,PLYMOUTH,MA,Laboratory Technician,Laboratory,Travel Contract,Night,5,1,4,High,Partially Filled,2026-06-27,2026-07-22,2026-10-14,12,108.35
REQ001586,220020,SAINT ANNE'S HOSPITAL,FALL RIVER,MA,Physician,Medical Services,Per Diem,Day,3,1,2,Medium,Partially Filled,2026-04-09,2026-05-19,2026-06-16,4,272.82
REQ001587,224041,SOUTHCOAST BEHAVIORAL HEALTH,DARTMOUTH,MA,Respiratory Therapist,Respiratory Care,Travel Contract,Morning,10,0,10,High,Open,2026-03-28,2026-04-05,2026-05-03,4,111.45
REQ001588,224039,WHITTIER PAVILION,HAVERHILL,MA,Allied Health Professional,Allied Health,Local Contract,Evening,9,4,5,Medium,Partially Filled,2025-09-15,2025-10-15,2026-04-15,26,98.61
REQ001589,220177,NANTUCKET COTTAGE HOSPITAL,NANTUCKET,MA,Emergency Room Nurse,Emergency Department,Travel Contract,Morning,6,2,4,Medium,Partially Filled,2025-12-16,2026-01-24,2026-03-21,8,111.92
REQ001590,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,LEOMINSTER,MA,Respiratory Therapist,Respiratory Care,Travel Contract,Evening,1,1,0,Medium,Filled,2025-08-22,2025-10-03,2026-04-03,26,113.71
REQ001591,224038,"WALDEN BEHAVIORAL CARE, LLC",DEDHAM,MA,Laboratory Technician,Laboratory,Local Contract,Night,13,9,4,Low,Partially Filled,2026-03-24,2026-04-22,2026-05-20,4,86.75
REQ001592,220016,BAYSTATE FRANKLIN MEDICAL CENTER,GREENFIELD,MA,ICU Nurse,Intensive Care Unit,Travel Contract,Morning,2,2,0,High,Filled,2026-02-17,2026-03-12,2026-07-02,16,123.11
REQ001593,220105,WINCHESTER HOSPITAL,WINCHESTER,MA,Emergency Room Nurse,Emergency Department,Local Contract,Evening,15,7,8,High,Partially Filled,2026-05-08,2026-06-14,2026-09-13,13,113.14
REQ001594,220105,WINCHESTER HOSPITAL,WINCHESTER,MA,ICU Nurse,Intensive Care Unit,Local Contract,Evening,3,0,3,High,Open,2026-02-21,2026-03-17,2026-05-12,8,125.66
REQ001595,220110,BRIGHAM AND WOMEN'S HOSPITAL,BOSTON,MA,Laboratory Technician,Laboratory,Travel Contract,Night,5,1,4,High,Partially Filled,2026-05-20,2026-06-15,2026-09-14,13,120.95
REQ001596,223302,BOSTON CHILDREN'S HOSPITAL,BOSTON,MA,Allied Health Professional,Allied Health,Per Diem,Day,2,1,1,Medium,Partially Filled,2026-04-28,2026-06-01,2026-07-27,8,92.85
REQ001597,220090,MILFORD REGIONAL MEDICAL CENTER,MILFORD,MA,Physician,Medical Services,Per Diem,Morning,6,6,0,High,Filled,2026-06-20,2026-07-21,2026-09-15,8,242.96
REQ001598,220002,MOUNT AUBURN HOSPITAL,CAMBRIDGE,MA,Travel Nurse,Travel Nursing,Per Diem,Night,9,2,7,Critical,Partially Filled,2026-07-12,2026-08-11,2026-11-03,12,178.8
REQ001599,224013,ARBOUR HOSPITAL,BOSTON,MA,ICU Nurse,Intensive Care Unit,Per Diem,Day,7,4,3,High,Partially Filled,2026-03-29,2026-04-29,2026-07-22,12,156.15
REQ001600,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,LAWRENCE,MA,Travel Nurse,Travel Nursing,Per Diem,Night,3,2,1,Medium,Partially Filled,2026-05-12,2026-06-20,2026-10-10,16,173.22
REQ001601,220077,BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,Allied Health Professional,Allied Health,Per Diem,Night,11,0,11,Medium,Open,2025-08-20,2025-09-14,2026-03-15,26,105.13
REQ001602,220070,MELROSEWAKEFIELD HEALTHCARE,MELROSE,MA,Travel Nurse,Travel Nursing,Travel Contract,Evening,6,5,1,High,Partially Filled,2026-04-27,2026-05-20,2026-09-09,16,171.47
REQ001603,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,NEEDHAM,MA,ICU Nurse,Intensive Care Unit,Travel Contract,Day,9,7,2,High,Partially Filled,2025-09-18,2025-11-02,2026-02-01,13,118.9
REQ001604,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,WORCESTER,MA,ICU Nurse,Intensive Care Unit,Permanent Placement,Morning,4,1,3,Critical,Partially Filled,2026-06-20,2026-07-09,2026-10-08,13,107.74
REQ001605,220177,NANTUCKET COTTAGE HOSPITAL,NANTUCKET,MA,Registered Nurse,General Nursing,Permanent Placement,Morning,13,8,5,Critical,Partially Filled,2025-09-09,2025-09-21,2026-01-11,16,91.67
REQ001606,224041,SOUTHCOAST BEHAVIORAL HEALTH,DARTMOUTH,MA,Respiratory Therapist,Respiratory Care,Local Contract,Day,1,0,1,Critical,Open,2026-05-10,2026-06-19,2026-07-17,4,87.06
REQ001607,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,NEEDHAM,MA,Allied Health Professional,Allied Health,Local Contract,Evening,3,0,3,Medium,Open,2026-03-01,2026-03-15,2026-07-05,16,134.58
REQ001608,220100,SOUTH SHORE HOSPITAL,SOUTH WEYMOUTH,MA,Physician,Medical Services,Travel Contract,Night,12,6,6,Medium,Partially Filled,2025-12-24,2026-02-07,2026-03-07,4,282.68
REQ001609,224007,MCLEAN HOSPITAL CORPORATION,BELMONT,MA,Emergency Room Nurse,Emergency Department,Travel Contract,Morning,10,1,9,Medium,Partially Filled,2025-08-30,2025-09-10,2025-12-03,12,120.46
REQ001610,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,BOSTON,MA,Respiratory Therapist,Respiratory Care,Local Contract,Evening,14,0,14,Medium,Open,2026-04-29,2026-06-05,2026-08-28,12,142.05
REQ001611,220119,BRIGHAM AND WOMEN FAULKNER HOSPITAL,JAMAICA PLAIN,MA,Travel Nurse,Travel Nursing,Local Contract,Evening,3,0,3,Medium,Open,2026-06-07,2026-07-22,2026-11-11,16,138.64
REQ001612,220030,BAYSTATE WING HOSPITAL,PALMER,MA,ICU Nurse,Intensive Care Unit,Per Diem,Night,12,11,1,Medium,Partially Filled,2025-12-09,2025-12-18,2026-06-18,26,133.51
REQ001613,221303,ATHOL MEMORIAL HOSPITAL,ATHOL,MA,Allied Health Professional,Allied Health,Permanent Placement,Evening,4,3,1,Medium,Partially Filled,2026-06-19,2026-06-27,2026-09-19,12,145.35
REQ001614,221303,ATHOL MEMORIAL HOSPITAL,ATHOL,MA,Laboratory Technician,Laboratory,Permanent Placement,Day,12,2,10,Critical,Partially Filled,2026-07-22,2026-08-04,2026-09-01,4,134.07
REQ001615,220077,BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,Laboratory Technician,Laboratory,Travel Contract,Evening,7,1,6,Medium,Partially Filled,2025-11-13,2025-12-13,2026-03-14,13,99.89
REQ001616,221300,MARTHA'S VINEYARD HOSPITAL INC,OAK BLUFFS,MA,Travel Nurse,Travel Nursing,Per Diem,Day,5,2,3,High,Partially Filled,2025-09-21,2025-10-09,2025-12-04,8,150.64
REQ001617,220011,CAMBRIDGE HEALTH ALLIANCE,CAMBRIDGE,MA,Respiratory Therapist,Respiratory Care,Permanent Placement,Night,11,7,4,High,Partially Filled,2026-05-20,2026-06-02,2026-09-01,13,153.87
REQ001618,223300,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,BRIGHTON,MA,Physician,Medical Services,Travel Contract,Evening,5,4,1,High,Partially Filled,2025-08-21,2025-09-04,2025-10-30,8,263.98
REQ001619,220084,EMERSON HOSPITAL -,W CONCORD,MA,Radiologic Technologist,Radiology,Permanent Placement,Day,15,4,11,Medium,Partially Filled,2026-07-08,2026-08-19,2027-02-17,26,127.16
REQ001620,224038,"WALDEN BEHAVIORAL CARE, LLC",DEDHAM,MA,ICU Nurse,Intensive Care Unit,Travel Contract,Day,6,3,3,Medium,Partially Filled,2025-08-28,2025-09-10,2026-03-11,26,174.52
REQ001621,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,MARLBOROUGH,MA,ICU Nurse,Intensive Care Unit,Permanent Placement,Morning,3,0,3,High,Open,2025-12-27,2026-01-21,2026-05-13,16,116.59
REQ001622,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,JAMAICA PLAIN,MA,Physical Therapist,Rehabilitation,Per Diem,Evening,10,6,4,Low,Partially Filled,2026-06-16,2026-07-19,2026-11-08,16,128.55
REQ001623,220036,BOSTON MEDICAL CENTER-BRIGHTON,BRIGHTON,MA,Laboratory Technician,Laboratory,Local Contract,Night,11,9,2,Medium,Partially Filled,2026-02-04,2026-03-20,2026-06-19,13,75.21
REQ001624,224013,ARBOUR HOSPITAL,BOSTON,MA,Laboratory Technician,Laboratory,Local Contract,Night,13,13,0,High,Filled,2026-01-06,2026-02-18,2026-06-10,16,75.58
REQ001625,224028,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,FALL RIVER,MA,Physician,Medical Services,Travel Contract,Evening,10,8,2,High,Partially Filled,2025-10-12,2025-11-15,2026-02-14,13,241.61
REQ001626,220116,TUFTS MEDICAL CENTER,BOSTON,MA,Radiologic Technologist,Radiology,Permanent Placement,Day,2,1,1,High,Partially Filled,2025-10-19,2025-11-20,2026-05-21,26,94.17
REQ001627,220015,"COOLEY DICKINSON HOSPITAL INC,THE",NORTHAMPTON,MA,Physician,Medical Services,Per Diem,Morning,10,3,7,High,Partially Filled,2026-05-15,2026-06-05,2026-09-25,16,302.9
REQ001628,220176,ST VINCENT HOSPITAL,WORCESTER,MA,Emergency Room Nurse,Emergency Department,Per Diem,Day,14,13,1,High,Partially Filled,2026-07-03,2026-08-14,2026-09-11,4,167.2
REQ001629,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,Emergency Room Nurse,Emergency Department,Travel Contract,Night,7,5,2,Medium,Partially Filled,2026-07-22,2026-09-03,2026-12-24,16,153.42
REQ001630,224001,TAUNTON STATE HOSPITAL,TAUNTON,MA,Emergency Room Nurse,Emergency Department,Permanent Placement,Evening,13,8,5,Medium,Partially Filled,2026-03-11,2026-04-04,2026-05-02,4,144.12
REQ001631,220015,"COOLEY DICKINSON HOSPITAL INC,THE",NORTHAMPTON,MA,Registered Nurse,General Nursing,Local Contract,Night,2,2,0,High,Filled,2026-05-15,2026-06-21,2026-09-20,13,106.96
REQ001632,220071,MASSACHUSETTS GENERAL HOSPITAL,BOSTON,MA,ICU Nurse,Intensive Care Unit,Local Contract,Morning,7,2,5,High,Partially Filled,2025-12-07,2025-12-26,2026-03-20,12,124.03
REQ001633,221303,ATHOL MEMORIAL HOSPITAL,ATHOL,MA,Registered Nurse,General Nursing,Permanent Placement,Evening,1,0,1,Critical,Open,2025-10-24,2025-11-30,2026-01-25,8,112.25
REQ001634,220077,BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,ICU Nurse,Intensive Care Unit,Local Contract,Morning,2,0,2,High,Open,2026-02-15,2026-03-26,2026-05-21,8,162.63
REQ001635,224018,ARBOUR HUMAN RESOURCE INSTITUTE,BROOKLINE,MA,Registered Nurse,General Nursing,Travel Contract,Morning,1,1,0,High,Filled,2025-09-03,2025-10-04,2026-01-24,16,90.12
REQ001636,221300,MARTHA'S VINEYARD HOSPITAL INC,OAK BLUFFS,MA,Registered Nurse,General Nursing,Local Contract,Evening,14,10,4,High,Partially Filled,2026-03-21,2026-04-23,2026-06-18,8,128.89
REQ001637,220016,BAYSTATE FRANKLIN MEDICAL CENTER,GREENFIELD,MA,Allied Health Professional,Allied Health,Permanent Placement,Evening,1,1,0,High,Filled,2025-11-21,2025-12-15,2026-03-09,12,117.35
REQ001638,220077,BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,Radiologic Technologist,Radiology,Local Contract,Morning,11,2,9,Low,Partially Filled,2025-10-11,2025-11-12,2026-02-11,13,137.91
REQ001639,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,BROCKTON,MA,Radiologic Technologist,Radiology,Travel Contract,Morning,10,9,1,Low,Partially Filled,2026-02-13,2026-02-23,2026-04-20,8,147.56
REQ001640,224043,TARAVISTA BEHAVIORAL HEALTH CENTER,DEVENS,MA,Physician,Medical Services,Local Contract,Day,4,3,1,Critical,Partially Filled,2025-09-04,2025-09-23,2025-11-18,8,306.79
REQ001641,220063,LOWELL GENERAL HOSPITAL,LOWELL,MA,Allied Health Professional,Allied Health,Travel Contract,Evening,15,12,3,Medium,Partially Filled,2025-10-27,2025-11-15,2026-02-07,12,95.54
REQ001642,220029,ANNA JAQUES HOSPITAL,NEWBURYPORT,MA,Travel Nurse,Travel Nursing,Travel Contract,Evening,10,2,8,Medium,Partially Filled,2025-10-24,2025-11-06,2025-12-04,4,167.52
REQ001643,220084,EMERSON HOSPITAL -,W CONCORD,MA,Laboratory Technician,Laboratory,Per Diem,Evening,8,7,1,Medium,Partially Filled,2026-07-09,2026-08-05,2026-09-30,8,83.28
REQ001644,220030,BAYSTATE WING HOSPITAL,PALMER,MA,Laboratory Technician,Laboratory,Local Contract,Morning,10,0,10,Low,Open,2025-12-30,2026-01-25,2026-04-19,12,128.49
REQ001645,220024,HOLYOKE MEDICAL CENTER,HOLYOKE,MA,Laboratory Technician,Laboratory,Travel Contract,Night,5,2,3,Medium,Partially Filled,2025-08-23,2025-09-05,2025-12-05,13,115.74
REQ001646,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,NEEDHAM,MA,Respiratory Therapist,Respiratory Care,Permanent Placement,Evening,15,4,11,High,Partially Filled,2026-03-29,2026-05-09,2026-06-06,4,96.92
REQ001647,220011,CAMBRIDGE HEALTH ALLIANCE,CAMBRIDGE,MA,ICU Nurse,Intensive Care Unit,Local Contract,Day,2,1,1,High,Partially Filled,2025-08-08,2025-08-25,2026-02-23,26,123.28
REQ001648,220098,NASHOBA VALLEY MEDICAL CENTER,AYER,MA,Emergency Room Nurse,Emergency Department,Permanent Placement,Night,12,7,5,High,Partially Filled,2026-05-21,2026-07-01,2026-09-23,12,160.66
REQ001649,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,BOSTON,MA,Laboratory Technician,Laboratory,Permanent Placement,Day,3,2,1,Medium,Partially Filled,2025-12-03,2025-12-17,2026-04-08,16,108.07
REQ001650,220035,NORTH SHORE MEDICAL CENTER -,SALEM,MA,Registered Nurse,General Nursing,Permanent Placement,Evening,12,10,2,High,Partially Filled,2026-04-10,2026-05-24,2026-09-13,16,154.61
REQ001651,22009F,NORTHAMPTON VA MEDICAL CENTER,LEEDS,MA,Radiologic Technologist,Radiology,Local Contract,Evening,14,7,7,Medium,Partially Filled,2026-07-25,2026-08-04,2026-11-03,13,138.53
REQ001652,220029,ANNA JAQUES HOSPITAL,NEWBURYPORT,MA,Allied Health Professional,Allied Health,Local Contract,Night,3,0,3,Medium,Open,2025-08-02,2025-09-02,2025-12-23,16,114.45
REQ001653,220119,BRIGHAM AND WOMEN FAULKNER HOSPITAL,JAMAICA PLAIN,MA,ICU Nurse,Intensive Care Unit,Permanent Placement,Day,13,5,8,High,Partially Filled,2026-02-18,2026-03-20,2026-04-17,4,133.35
REQ001654,224022,BOURNEWOOD HOSPITAL,BROOKLINE,MA,ICU Nurse,Intensive Care Unit,Per Diem,Evening,10,2,8,Critical,Partially Filled,2026-04-25,2026-05-13,2026-06-10,4,157.85
REQ001655,221303,ATHOL MEMORIAL HOSPITAL,ATHOL,MA,Laboratory Technician,Laboratory,Permanent Placement,Morning,5,1,4,High,Partially Filled,2026-05-30,2026-07-10,2027-01-08,26,128.77
REQ001656,220119,BRIGHAM AND WOMEN FAULKNER HOSPITAL,JAMAICA PLAIN,MA,Emergency Room Nurse,Emergency Department,Permanent Placement,Morning,10,3,7,Medium,Partially Filled,2025-08-20,2025-09-17,2025-10-15,4,120.43
REQ001657,223302,BOSTON CHILDREN'S HOSPITAL,BOSTON,MA,Physician,Medical Services,Travel Contract,Day,10,8,2,Medium,Partially Filled,2026-06-07,2026-07-05,2027-01-03,26,271.63
REQ001658,224001,TAUNTON STATE HOSPITAL,TAUNTON,MA,Laboratory Technician,Laboratory,Travel Contract,Morning,11,7,4,Critical,Partially Filled,2026-03-23,2026-04-01,2026-09-30,26,84.47
REQ001659,224001,TAUNTON STATE HOSPITAL,TAUNTON,MA,Respiratory Therapist,Respiratory Care,Local Contract,Day,4,4,0,Critical,Filled,2026-03-18,2026-04-18,2026-07-18,13,116.64
REQ001660,220175,METROWEST MEDICAL CENTER,FRAMINGHAM,MA,ICU Nurse,Intensive Care Unit,Permanent Placement,Evening,11,10,1,High,Partially Filled,2026-06-11,2026-06-22,2026-12-21,26,139.47
REQ001661,224001,TAUNTON STATE HOSPITAL,TAUNTON,MA,Emergency Room Nurse,Emergency Department,Local Contract,Night,9,7,2,Medium,Partially Filled,2026-06-16,2026-07-29,2026-10-28,13,140.38
REQ001662,220100,SOUTH SHORE HOSPITAL,SOUTH WEYMOUTH,MA,Registered Nurse,General Nursing,Travel Contract,Evening,11,8,3,High,Partially Filled,2026-06-26,2026-08-06,2026-10-29,12,132.76
REQ001663,220084,EMERSON HOSPITAL -,W CONCORD,MA,Allied Health Professional,Allied Health,Permanent Placement,Evening,11,5,6,High,Partially Filled,2025-08-27,2025-09-20,2025-10-18,4,113.23
REQ001664,22009F,NORTHAMPTON VA MEDICAL CENTER,LEEDS,MA,Physical Therapist,Rehabilitation,Per Diem,Night,2,0,2,High,Open,2025-08-20,2025-08-28,2026-02-26,26,115.98
REQ001665,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,LAWRENCE,MA,Physician,Medical Services,Permanent Placement,Night,7,7,0,Medium,Filled,2025-12-07,2025-12-25,2026-04-16,16,297.85
REQ001666,224038,"WALDEN BEHAVIORAL CARE, LLC",DEDHAM,MA,Physician,Medical Services,Permanent Placement,Night,3,2,1,High,Partially Filled,2025-11-04,2025-11-26,2026-05-27,26,253.62
REQ001667,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,LEOMINSTER,MA,ICU Nurse,Intensive Care Unit,Per Diem,Night,5,0,5,Medium,Open,2026-01-22,2026-02-23,2026-04-20,8,128.65
REQ001668,220020,SAINT ANNE'S HOSPITAL,FALL RIVER,MA,Emergency Room Nurse,Emergency Department,Permanent Placement,Night,10,2,8,High,Partially Filled,2026-01-23,2026-02-23,2026-04-20,8,115.56
REQ001669,220008,STURDY MEMORIAL HOSPITAL,ATTLEBORO,MA,Physical Therapist,Rehabilitation,Travel Contract,Evening,4,4,0,Medium,Filled,2026-07-18,2026-08-17,2026-09-14,4,93.8
REQ001670,220105,WINCHESTER HOSPITAL,WINCHESTER,MA,Radiologic Technologist,Radiology,Per Diem,Day,14,8,6,High,Partially Filled,2026-04-23,2026-05-16,2026-08-15,13,134.92
REQ001671,220080,HOLY FAMILY HOSPITAL,METHUEN,MA,Physician,Medical Services,Travel Contract,Day,5,5,0,Critical,Filled,2025-11-23,2025-11-30,2026-01-25,8,247.92
REQ001672,220020,SAINT ANNE'S HOSPITAL,FALL RIVER,MA,Physical Therapist,Rehabilitation,Per Diem,Night,4,4,0,Medium,Filled,2026-04-05,2026-04-22,2026-05-20,4,94.64
REQ001673,220066,MERCY MEDICAL CTR,SPRINGFIELD,MA,Travel Nurse,Travel Nursing,Permanent Placement,Day,6,2,4,Medium,Partially Filled,2026-02-18,2026-03-16,2026-04-13,4,137.94
REQ001674,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,NEEDHAM,MA,Travel Nurse,Travel Nursing,Permanent Placement,Evening,15,6,9,High,Partially Filled,2025-10-28,2025-11-27,2026-03-19,16,181.54
REQ001675,220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON,MILTON,MA,Travel Nurse,Travel Nursing,Per Diem,Night,1,0,1,High,Open,2026-03-07,2026-04-11,2026-07-04,12,160.03
REQ001676,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,NEEDHAM,MA,Physician,Medical Services,Permanent Placement,Day,3,3,0,High,Filled,2025-09-14,2025-09-23,2025-12-16,12,276.66
REQ001677,220116,TUFTS MEDICAL CENTER,BOSTON,MA,Registered Nurse,General Nursing,Per Diem,Night,1,1,0,Medium,Filled,2026-06-06,2026-06-21,2026-09-20,13,121.0
REQ001678,220116,TUFTS MEDICAL CENTER,BOSTON,MA,Allied Health Professional,Allied Health,Permanent Placement,Evening,15,10,5,Low,Partially Filled,2026-02-22,2026-03-11,2026-05-06,8,112.71
REQ001679,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,MARLBOROUGH,MA,Laboratory Technician,Laboratory,Per Diem,Night,8,4,4,Medium,Partially Filled,2026-03-01,2026-04-05,2026-07-26,16,117.43
REQ001680,220074,SOUTHCOAST HOSPITALS GROUP,FALL RIVER,MA,Allied Health Professional,Allied Health,Permanent Placement,Morning,11,5,6,High,Partially Filled,2026-07-09,2026-08-02,2026-11-22,16,112.21
REQ001681,224038,"WALDEN BEHAVIORAL CARE, LLC",DEDHAM,MA,Physician,Medical Services,Travel Contract,Day,5,4,1,High,Partially Filled,2025-10-31,2025-12-09,2026-02-03,8,269.97
REQ001682,220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,BOSTON,MA,Registered Nurse,General Nursing,Per Diem,Morning,1,0,1,High,Open,2025-10-09,2025-10-16,2025-11-13,4,126.04
REQ001683,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,BOSTON,MA,ICU Nurse,Intensive Care Unit,Per Diem,Morning,15,3,12,Low,Partially Filled,2025-11-30,2025-12-15,2026-06-15,26,105.39
REQ001684,220071,MASSACHUSETTS GENERAL HOSPITAL,BOSTON,MA,Radiologic Technologist,Radiology,Permanent Placement,Night,11,10,1,High,Partially Filled,2025-08-18,2025-09-27,2025-11-22,8,101.87
REQ001685,220080,HOLY FAMILY HOSPITAL,METHUEN,MA,Laboratory Technician,Laboratory,Permanent Placement,Night,10,9,1,Medium,Partially Filled,2026-04-26,2026-05-27,2026-08-26,13,127.52
REQ001686,224028,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,FALL RIVER,MA,Respiratory Therapist,Respiratory Care,Permanent Placement,Night,5,5,0,High,Filled,2026-03-18,2026-04-22,2026-10-21,26,94.08
REQ001687,220074,SOUTHCOAST HOSPITALS GROUP,FALL RIVER,MA,Emergency Room Nurse,Emergency Department,Local Contract,Night,2,2,0,High,Filled,2026-02-05,2026-03-02,2026-04-27,8,156.54
REQ001688,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,NEEDHAM,MA,Emergency Room Nurse,Emergency Department,Local Contract,Day,4,4,0,High,Filled,2025-11-06,2025-11-17,2026-01-12,8,143.68
REQ001689,220077,BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,Respiratory Therapist,Respiratory Care,Per Diem,Evening,4,3,1,Medium,Partially Filled,2025-08-05,2025-08-17,2025-12-07,16,135.23
REQ001690,220033,NORTHEAST HOSPITAL CORPORATION,BEVERLY,MA,Allied Health Professional,Allied Health,Permanent Placement,Day,13,7,6,High,Partially Filled,2025-08-13,2025-09-23,2025-11-18,8,102.39
REQ001691,220011,CAMBRIDGE HEALTH ALLIANCE,CAMBRIDGE,MA,Allied Health Professional,Allied Health,Per Diem,Morning,5,5,0,Medium,Filled,2026-04-03,2026-05-09,2026-08-01,12,116.52
REQ001692,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,LEOMINSTER,MA,Registered Nurse,General Nursing,Permanent Placement,Evening,2,2,0,High,Filled,2026-01-14,2026-01-30,2026-05-22,16,123.77
REQ001693,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,NEEDHAM,MA,Respiratory Therapist,Respiratory Care,Travel Contract,Evening,12,7,5,Medium,Partially Filled,2025-08-28,2025-10-09,2025-12-04,8,117.0
REQ001694,220015,"COOLEY DICKINSON HOSPITAL INC,THE",NORTHAMPTON,MA,Travel Nurse,Travel Nursing,Local Contract,Day,11,9,2,Medium,Partially Filled,2026-03-15,2026-04-04,2026-07-25,16,127.08
REQ001695,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,LEOMINSTER,MA,Physical Therapist,Rehabilitation,Travel Contract,Evening,7,2,5,High,Partially Filled,2026-06-11,2026-07-01,2026-12-30,26,138.01
